id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
25662,"Convenient, quiet, private",106005,Gayle,,Potrero Hill,37.76212,-122.39541,Private room,125,4,320,2020-03-13,2.68,1,359
26408,Huge Central Victorian/Alamo Square,111141,Isabella,,Western Addition,37.77478,-122.4315,Entire home/apt,480,3,35,2019-12-28,0.33,1,3
27025,Modernized Edwardian Apartment in the Castro/Eureka Valley,115673,Luis,,Castro/Upper Market,37.76298,-122.43136,Entire home/apt,125,30,132,2019-09-15,1.09,1,308
27028,Secret Mission Garden,7149,Ivan & Wendy,,Mission,37.76005,-122.42208,Private room,199,1,29,2019-11-21,0.48,2,0
29373,Sunny house with garden,126263,Cecilia,,Bernal Heights,37.73729,-122.41163,Entire home/apt,216,4,17,2020-01-21,0.16,2,0
29557,gigi's bed and breakfast,126036,Gigi,,Outer Richmond,37.77931,-122.50518,Entire home/apt,155,2,65,2020-02-29,0.55,1,322
32414,"Cozy, Sunny and Private Space",140251,Lisa,,Bernal Heights,37.74025,-122.41259,Entire home/apt,150,30,94,2019-09-29,0.79,1,249
33578,Potrero Hill Garden Lookout,145258,Kepa,,Potrero Hill,37.76451,-122.39643,Entire home/apt,240,1,598,2020-03-06,5.10,2,352
39174,Bette's New Place,127367,Annette,,Noe Valley,37.7483,-122.42488,Entire home/apt,107,30,21,2019-09-30,0.20,18,365
39418,"Comfortable Home Base, Bernal Heights",169184,Therese And Nelson,,Bernal Heights,37.74093,-122.42055,Entire home/apt,94,60,22,2019-08-20,0.21,2,365
40092,Cute Private Apt in the hip Mission,172182,Brian & Leah,,Mission,37.76016,-122.41969,Entire home/apt,108,30,97,2019-03-19,0.83,2,0
40138,Peaceful room in yoga teacher's colorful apt.,172306,Ay,,Presidio Heights,37.78255,-122.44844,Private room,67,30,140,2020-02-29,1.22,1,358
41055,Cozy Castro Cottage with Cat,178043,Chas,,Castro/Upper Market,37.76125,-122.43335,Entire home/apt,159,4,56,2020-01-17,0.48,2,3
41172,Sue's Place,53314,Sue,,Bernal Heights,37.74132,-122.41818,Private room,130,3,263,2020-02-24,2.23,1,0
41399,"Heart of San Francisco, the Mission",180530,Anton,,Mission,37.75611,-122.41866,Entire home/apt,290,30,81,2020-01-13,0.89,1,277
41423,Guest Cottage - SF,180715,Dana,,Glen Park,37.73557,-122.43302,Entire home/apt,136,30,149,2019-12-13,1.26,1,356
41609,Spacious Quiet SF Downtown Retreat,54299,Peter,,Nob Hill,37.79001,-122.41292,Entire home/apt,170,30,15,2019-12-06,0.13,1,355
42403,Captain's Quarters,127367,Annette,,Bernal Heights,37.73356,-122.41851,Entire home/apt,85,30,6,2017-06-01,0.06,18,365
42408,"Crows Nest,Charming Jr. One Bedroom",127367,Annette,,Bernal Heights,37.73404,-122.41781,Entire home/apt,85,30,4,2016-04-06,0.04,18,274
42577,Garden View Hideaway - PET FRIENDLY,127367,Annette,,Potrero Hill,37.75447,-122.38813,Entire home/apt,150,30,2,2017-08-20,0.03,18,365
43778,Lyon's Den,127367,Annette,,Haight Ashbury,37.77272,-122.44084,Entire home/apt,110,30,8,2018-07-14,0.07,18,365
44032,Secret Lounge in The Mission,98733,David + Tina,,Mission,37.75145,-122.41207,Entire home/apt,95,30,287,2020-04-12,2.43,1,180
